id_usuario,horas_ouvidas_rock,horas_ouvidas_samba,horas_ouvidas_pop,horas_ouvidas_rap
5155,4,24,50,26
5156,15,1,11,9
5157,6,18,27,18
5158,50,20,34,42
5159,12,16,43,9
5160,9,33,13,1
5161,37,46,3,43
5162,2,33,3,13
5163,2,18,33,17
5164,46,36,48,34
5165,31,13,40,3
5166,39,20,28,46
5167,42,12,17,3
5168,24,32,16,38
5169,35,27,23,28
5170,36,29,41,23
5171,38,22,27,23
5172,35,40,40,38
5173,28,32,12,49
5174,0,28,10,22
5175,9,19,23,28
5176,3,20,15,7
5177,36,38,45,42
5178,4,21,10,41
5179,2,37,32,26
5180,7,32,28,45
5181,1,48,31,6
5182,36,34,27,28
5183,50,16,49,50
5184,13,0,49,40
5185,36,0,20,12
5186,30,36,23,46
5187,30,17,8,24
5188,7,11,28,44
5189,50,3,6,49
5190,5,3,50,8
5191,25,10,35,6
5192,5,0,46,31
5193,4,14,25,32
5194,13,20,6,28
5195,22,8,46,5
5196,26,9,37,25
5197,48,7,16,20
5198,37,16,16,2
5199,28,30,9,50
5200,14,20,4,35
5201,48,46,29,9
5202,2,0,44,48
5203,12,12,43,38
5204,21,0,26,37
5205,8,14,27,3
5206,1,36,47,41
5207,22,2,27,9
5208,24,45,48,45
5209,2,1,38,6
5210,38,27,20,18
5211,11,41,10,20
5212,34,8,26,34
5213,30,34,46,4
5214,11,10,11,33
5215,9,33,15,34
5216,17,39,19,25
5217,41,16,40,29
5218,17,25,35,32
5219,45,46,47,0
5220,18,0,37,31
5221,21,26,37,27
5222,44,24,28,9
5223,27,15,18,5
5224,23,24,30,42
5225,50,5,47,28
5226,32,14,46,18
5227,50,28,5,10
5228,26,28,13,40
5229,12,12,31,1
5230,6,8,27,38
5231,0,46,18,23
5232,46,10,13,43
5233,33,7,28,40
5234,10,14,14,27
5235,40,30,38,5
5236,29,14,46,37
5237,43,18,6,33
5238,15,35,16,8
5239,45,41,19,40
5240,32,11,30,43
5241,48,42,22,43
5242,16,49,36,32
5243,4,31,37,25
5244,43,39,22,20
5245,38,9,31,1
5246,13,33,25,30
5247,21,18,28,22
5248,46,35,18,4
5249,37,2,22,0
5250,19,47,22,21
5251,18,6,30,32
5252,30,36,9,38
5253,45,22,33,18
5254,50,27,12,42
5255,29,9,38,34
5256,2,20,31,29
5257,28,16,46,49
5258,22,25,13,23
5259,3,38,20,3
5260,28,32,20,25
5261,41,25,39,1
5262,5,9,32,39
5263,4,11,39,25
5264,18,13,40,26
5265,0,31,0,39
5266,34,31,35,27
5267,42,16,6,16
5268,24,44,39,19
5269,2,33,18,7
5270,19,28,11,45
5271,12,22,8,47
5272,37,16,36,8
5273,48,47,42,47
5274,1,18,40,45
5275,42,38,22,34
5276,15,31,33,37
5277,31,19,39,36
5278,9,32,17,21
5279,41,48,46,14
5280,16,16,8,45
5281,49,36,17,47
5282,43,8,31,32
5283,22,35,14,39
5284,16,22,16,18
5285,40,13,34,19
5286,19,39,39,28
5287,1,25,27,35
5288,21,44,31,13
5289,34,3,0,25
5290,47,2,10,27
5291,42,14,10,24
5292,29,36,15,5
5293,42,49,41,33
5294,34,43,8,8
5295,47,38,42,3
5296,50,21,16,3
5297,42,2,44,20
5298,27,15,27,2
5299,15,10,6,21
5300,8,31,20,0
5301,0,31,3,19
5302,7,24,32,26
5303,41,12,14,36
5304,27,9,44,40
5305,35,9,3,25
5306,5,49,20,1
5307,27,2,45,41
5308,9,22,34,18
5309,48,40,5,21
5310,42,27,15,9
5311,28,34,29,45
5312,49,7,50,11
5313,8,9,33,20
5314,21,32,33,25
5315,11,1,8,39
5316,36,7,0,14
5317,24,18,32,18
5318,19,49,21,49
5319,27,21,39,19
5320,23,24,11,5
5321,0,37,47,12
5322,15,27,10,11
5323,31,32,32,18
5324,40,5,22,13
5325,11,30,13,21
5326,21,37,41,26
5327,22,27,16,36
5328,21,25,38,6
5329,46,25,34,22
5330,25,42,7,37
5331,17,4,11,18
5332,7,38,39,45
5333,15,49,48,44
5334,49,32,33,32
5335,50,2,38,7
5336,23,37,39,49
5337,19,18,7,36
5338,50,8,19,37
5339,38,3,8,37
5340,34,17,23,25
5341,24,2,21,17
5342,2,36,17,48
5343,35,28,10,43
5344,14,13,31,15
5345,3,38,44,10
5346,43,48,36,27
5347,46,45,29,14
5348,39,23,1,31
5349,37,32,30,27
5350,41,7,42,19
5351,12,49,45,26
5352,49,49,11,35
5353,38,36,6,4
5354,10,15,35,30
5355,26,7,49,4
5356,9,35,20,38
5357,20,14,40,29
5358,46,27,47,46
5359,39,37,13,0
5360,46,29,0,28
5361,33,36,22,17
5362,42,45,48,0
5363,36,44,21,13
5364,14,39,28,39
5365,1,33,2,19
5366,11,31,5,38
5367,27,26,30,20
5368,6,22,0,50
5369,17,9,35,18
5370,49,22,41,15
5371,39,23,9,41
5372,49,3,20,40
5373,42,39,19,35
5374,14,22,9,1
5375,4,44,43,30
5376,44,10,50,33
5377,32,29,1,2
5378,21,9,19,31
5379,33,13,24,4
5380,40,8,40,16
5381,48,43,27,9
5382,22,28,50,10
5383,43,13,44,38
5384,50,46,22,35
5385,0,34,42,46
5386,47,48,17,0
5387,9,9,21,33
5388,0,7,0,31
5389,2,38,20,5
5390,33,0,34,29
5391,45,2,37,2
5392,50,20,38,19
5393,40,20,42,18
5394,40,2,7,47
5395,0,3,37,28
5396,41,37,30,33
5397,0,25,42,30
5398,27,29,21,29
5399,10,13,45,32
5400,0,9,15,19
5401,36,36,35,34
5402,45,18,18,38
5403,10,50,14,2
5404,13,11,50,16
5405,25,24,29,35
5406,36,34,3,19
5407,41,32,27,11
5408,43,13,18,14
5409,30,23,26,0
5410,9,16,1,26
5411,48,18,38,37
5412,46,25,31,4
5413,13,42,16,21
5414,10,5,11,22
5415,40,18,29,9
5416,46,3,22,25
5417,29,49,5,48
5418,43,25,42,6
5419,39,42,43,6
5420,33,43,21,24
5421,48,33,40,7
5422,44,22,3,0
5423,42,25,8,9
5424,40,22,35,25
5425,29,16,29,29
5426,26,4,14,32
5427,38,26,43,22
5428,0,16,43,1
5429,4,2,14,34
5430,11,2,22,9
5431,3,1,33,38
5432,44,46,34,38
5433,3,26,46,46
5434,27,25,9,11
5435,30,8,17,18
5436,30,17,1,45
5437,28,5,7,19
5438,42,44,31,18
5439,4,30,46,24
5440,37,30,2,7
5441,26,18,24,40
5442,15,31,13,44
5443,5,29,26,28
5444,21,35,25,7
5445,43,10,26,27
5446,6,32,44,36
5447,12,0,49,26
5448,11,20,21,8
5449,6,11,14,22
5450,49,41,6,10
5451,29,44,13,27
5452,44,38,22,50
5453,30,38,18,3
5454,50,44,21,50
5455,0,24,44,14
5456,23,17,30,43
5457,11,49,25,2
5458,17,22,44,16
5459,3,40,3,23
5460,20,27,6,14
5461,22,36,40,0
5462,10,14,3,43
5463,29,45,24,45
5464,17,6,19,37
5465,8,3,10,46
5466,36,48,27,3
5467,22,49,43,49
5468,40,16,48,41
5469,10,26,23,45
5470,22,12,34,15
5471,48,25,23,27
5472,25,46,24,4
5473,3,30,44,9
5474,46,27,46,2
5475,0,30,41,15
5476,14,23,21,25
5477,16,3,18,45
5478,28,40,44,7
5479,32,44,6,16
5480,41,39,46,4
5481,14,6,26,18
5482,45,15,15,37
5483,31,30,21,18
5484,0,18,8,17
5485,36,30,37,38
5486,28,8,40,36
5487,17,19,1,6
5488,8,38,28,20
5489,36,39,14,15
5490,48,24,7,32
5491,2,24,29,32
5492,37,13,31,17
5493,18,48,35,17
5494,9,6,0,50
5495,40,30,50,28
5496,43,3,25,10
5497,24,32,47,15
5498,16,22,1,39
5499,19,3,2,3
5500,38,48,48,50
5501,36,0,9,27
5502,33,6,16,10
5503,12,11,32,33
5504,40,43,23,21
5505,40,46,2,9
5506,16,16,31,24
5507,42,26,31,46
5508,0,37,33,28
5509,39,27,2,27
5510,40,25,27,1
5511,26,2,42,30
5512,12,15,19,22
5513,41,36,15,18
5514,23,49,29,11
5515,1,12,21,47
5516,46,37,15,40
5517,28,49,47,4
5518,29,12,27,10
5519,21,19,44,48
5520,37,44,5,46
5521,21,6,30,40
5522,21,5,30,46
5523,47,43,22,11
5524,18,27,16,14
5525,23,30,45,18
5526,36,30,9,49
5527,32,42,33,15
5528,49,22,36,50
5529,47,44,20,0
5530,22,10,4,29
5531,32,17,15,7
5532,41,1,16,12
5533,35,18,25,21
5534,14,10,38,40
5535,25,29,0,35
5536,11,27,23,22
5537,7,36,31,1
5538,9,12,22,30
5539,21,38,34,1
5540,38,22,20,29
5541,22,0,25,27
5542,9,22,5,9
5543,38,22,27,40
5544,37,38,50,6
5545,33,39,24,35
5546,26,48,39,13
5547,24,43,26,9
5548,33,0,5,32
5549,18,34,28,19
5550,14,41,13,32
5551,35,48,15,7
5552,34,2,44,13
5553,40,21,44,12
5554,30,36,18,32
5555,26,25,8,49
5556,27,13,22,29
5557,17,20,9,16
5558,32,45,16,24
5559,14,7,34,20
5560,43,14,2,13
5561,37,2,16,34
5562,28,33,16,46
5563,42,39,17,47
5564,44,11,47,23
5565,2,48,24,39
5566,38,25,44,21
5567,31,15,28,3
5568,0,26,27,4
5569,46,42,24,16
5570,45,18,48,43
5571,41,35,2,48
5572,48,6,50,10
5573,39,22,26,4
5574,12,39,50,41
5575,43,50,21,32
5576,26,17,16,23
5577,7,33,45,11
5578,41,47,14,30
5579,27,16,26,47
5580,2,4,40,13
5581,33,2,39,15
5582,24,29,50,46
5583,1,16,23,28
5584,5,15,50,50
5585,32,23,15,5
5586,25,43,21,7
5587,11,7,41,22
5588,33,45,32,18
5589,24,44,2,6
5590,5,4,49,47
5591,38,42,16,17
5592,5,31,8,37
5593,40,43,43,6
5594,42,8,45,18
5595,27,9,14,27
5596,8,25,8,50
5597,39,41,17,4
5598,11,2,13,16
5599,50,37,37,32
5600,34,22,11,29
5601,8,26,19,46
5602,41,44,27,49
5603,50,41,13,40
5604,6,0,14,5
5605,8,47,35,49
5606,25,39,49,0
5607,11,42,31,10
5608,39,9,41,50
5609,16,2,43,18
5610,18,49,7,40
5611,46,4,42,8
5612,44,17,21,2
5613,46,6,48,26
5614,4,26,16,25
5615,39,43,50,0
5616,39,15,39,5
5617,1,25,31,19
5618,46,20,5,20
5619,30,2,43,7
5620,43,39,46,43
5621,17,22,32,48
5622,17,20,45,39
5623,10,35,32,16
5624,28,33,16,8
5625,41,17,43,5
5626,50,2,50,48
5627,3,43,42,5
5628,50,5,5,41
5629,41,15,22,46
5630,13,27,13,34
5631,45,0,14,16
5632,3,9,38,37
5633,36,13,2,38
5634,16,47,13,19
5635,13,16,3,15
5636,29,3,42,34
5637,36,11,3,47
5638,27,20,16,35
5639,6,26,46,8
5640,32,17,25,45
5641,17,29,9,38
5642,12,12,5,16
5643,50,37,41,2
5644,28,20,1,28
5645,16,12,40,20
5646,41,2,35,31
5647,23,4,32,28
5648,32,48,34,10
5649,10,3,21,5
5650,18,7,49,35
5651,12,32,18,29
5652,0,29,10,40
5653,33,7,23,30
5654,6,21,26,30
5655,1,14,18,47
5656,44,31,26,12
5657,20,22,9,17
5658,20,17,14,5
5659,0,28,38,1
5660,38,3,23,12
5661,29,41,18,45
5662,19,44,45,25
5663,1,48,22,42
5664,13,4,35,4
5665,19,13,15,13
5666,29,47,37,10
5667,16,18,47,4
5668,14,48,10,40
5669,17,17,16,37
5670,30,47,33,7
5671,27,38,14,2
5672,0,12,44,17
5673,40,7,43,42
5674,18,9,36,4
5675,31,41,2,31
5676,11,1,35,7
5677,49,27,42,30
5678,29,46,43,4
5679,28,32,10,13
5680,48,42,26,12
5681,10,50,22,28
5682,10,10,17,16
5683,22,39,5,1
5684,43,8,40,34
5685,33,3,16,1
5686,47,12,17,25
5687,5,7,41,16
5688,27,14,37,44
5689,39,30,3,6
5690,34,19,6,27
5691,1,6,48,9
5692,44,45,42,6
5693,9,32,40,31
5694,11,49,8,12
5695,26,2,4,23
5696,20,1,29,33
5697,38,30,2,24
5698,20,13,36,36
5699,45,13,34,14
5700,47,45,45,37
5701,11,37,25,43
5702,27,41,8,25
5703,46,23,5,35
5704,47,46,24,36
5705,5,18,25,48
5706,31,35,15,20
5707,31,21,2,3
5708,48,38,40,28
5709,21,25,23,37
5710,7,49,33,32
5711,13,33,12,20
5712,41,33,40,24
5713,32,32,11,44
5714,23,20,22,18
5715,48,16,13,13
5716,33,18,3,19
5717,22,1,50,37
5718,40,31,3,17
5719,31,40,26,13
5720,14,23,15,36
5721,42,13,2,1
5722,49,50,31,29
5723,45,49,30,35
5724,4,31,21,25
5725,41,12,45,24
5726,29,42,36,17
5727,47,44,29,35
5728,30,31,14,3
5729,13,17,49,6
5730,12,4,8,11
5731,18,10,36,32
5732,18,24,29,42
5733,42,41,23,46
5734,12,17,8,12
5735,9,50,17,15
5736,23,10,11,10
5737,11,42,27,33
5738,15,27,34,43
5739,36,34,28,14
5740,9,35,49,40
5741,24,1,31,40
5742,45,22,31,4
5743,29,33,32,8
5744,12,4,27,49
5745,22,42,6,35
5746,37,32,23,14
5747,41,35,46,21
5748,5,48,12,42
5749,9,28,46,36
5750,40,17,34,34
5751,2,8,2,30
5752,18,20,21,28
5753,30,31,0,1
5754,15,46,28,10
5755,35,27,7,10
5756,28,12,48,3
5757,35,9,28,34
5758,21,18,37,23
5759,13,12,17,22
5760,13,30,37,0
5761,11,41,3,30
5762,2,3,2,10
5763,19,0,32,16
5764,36,50,44,35
5765,8,7,18,18
5766,12,13,36,43
5767,0,42,4,11
5768,19,29,43,16
5769,45,34,31,8
5770,19,21,41,29
5771,25,31,25,26
5772,28,35,26,10
5773,33,10,38,5
5774,32,38,48,35
5775,3,0,47,47
5776,2,40,20,27
5777,26,24,31,9
5778,2,25,46,28
5779,28,32,25,43
5780,13,17,21,4
5781,39,18,37,22
5782,33,38,0,30
5783,37,33,26,9
5784,18,47,28,40
5785,10,26,30,4
5786,20,17,37,32
5787,1,37,28,33
5788,40,21,44,13
5789,14,50,23,35
5790,46,2,7,18
5791,35,0,31,35
5792,32,39,27,18
5793,47,46,8,44
5794,41,20,8,50
5795,30,36,49,50
5796,20,16,41,13
5797,9,27,43,25
5798,43,34,10,7
5799,11,13,46,31
5800,42,46,19,15
5801,42,36,48,35
5802,28,18,35,39
5803,44,22,22,25
5804,20,49,26,40
5805,40,38,6,37
5806,41,50,19,38
5807,6,1,44,41
5808,35,39,41,2
5809,2,37,23,14
5810,28,11,9,16
5811,25,12,44,20
5812,23,20,49,30
5813,24,43,27,36
5814,44,38,6,4
5815,37,10,33,35
5816,5,20,46,26
5817,44,40,44,25
5818,32,28,13,16
5819,19,15,8,28
5820,47,19,30,19
5821,33,30,24,42
5822,23,35,49,11
5823,31,8,17,5
5824,25,2,27,1
5825,26,46,20,50
5826,38,1,14,16
5827,10,2,17,13
5828,7,13,19,50
5829,24,1,24,43
5830,42,17,14,24
5831,37,28,40,16
5832,38,22,40,40
5833,23,22,47,13
5834,38,14,35,1
5835,3,40,39,19
5836,15,3,7,8
5837,9,2,25,22
5838,0,23,18,21
5839,7,1,9,19
5840,25,43,5,26
5841,21,23,32,11
5842,13,14,7,29
5843,46,46,8,15
5844,39,41,33,48
5845,29,34,25,41
5846,37,30,8,43
5847,18,32,3,19
5848,42,45,20,6
5849,30,41,41,42
5850,27,47,6,39
5851,28,42,14,2
5852,23,27,35,16
5853,17,37,49,13
5854,24,14,43,47
5855,11,31,33,17
5856,29,2,3,49
5857,28,14,7,32
5858,15,32,19,18
5859,5,8,10,23
5860,37,46,6,25
5861,14,49,10,28
5862,0,20,38,2
5863,13,21,35,36
5864,50,21,19,50
5865,37,42,39,46
5866,3,32,25,42
5867,18,49,39,49
5868,23,34,20,7
5869,27,22,49,9
5870,33,13,10,26
5871,39,30,1,15
5872,30,4,8,39
5873,8,30,40,30
5874,12,20,6,42
5875,42,45,30,26
5876,37,44,31,48
5877,38,33,2,9
5878,12,27,33,12
5879,45,46,46,19
5880,22,7,0,43
5881,38,45,0,22
5882,27,44,40,28
5883,45,5,18,46
5884,36,44,46,33
5885,47,16,0,11
5886,25,13,47,47
5887,37,45,28,27
5888,9,15,25,32
5889,20,42,4,49
5890,34,44,13,20
5891,38,14,29,36
5892,3,47,50,41
5893,18,17,22,47
5894,5,24,2,9
5895,5,20,19,41
5896,20,19,28,25
5897,49,48,20,48
5898,20,20,44,17
5899,8,25,13,27
5900,23,32,24,38
5901,5,27,3,14
5902,9,34,16,36
5903,33,49,31,46
5904,46,9,36,43
5905,36,25,32,14
5906,7,19,5,5
5907,23,21,23,43
5908,26,24,22,25
5909,2,47,23,1
5910,49,49,37,7
5911,24,30,50,15
5912,14,42,40,1
5913,44,32,4,23
5914,26,42,19,13
5915,2,43,50,12
5916,24,1,16,24
5917,41,11,43,29
5918,25,23,6,9
5919,23,30,22,26
5920,16,19,16,18
5921,48,49,5,27
5922,20,45,47,22
5923,16,17,30,22
5924,18,5,16,50
5925,27,45,14,38
5926,38,29,46,16
5927,33,24,6,38
5928,40,32,38,32
5929,43,28,42,8
5930,6,0,5,14
5931,8,6,8,10
5932,32,35,42,35
5933,17,37,32,34
5934,9,18,1,38
5935,19,5,20,35
5936,39,7,2,3
5937,19,5,23,50
5938,23,28,31,36
5939,28,20,11,22
5940,47,15,12,17
5941,40,13,11,17
5942,7,41,27,4
5943,8,37,33,30
5944,34,44,43,23
5945,45,27,24,15
5946,29,6,33,22
5947,30,33,13,38
5948,20,19,13,27
5949,16,17,13,15
5950,18,29,43,38
5951,14,39,47,42
5952,29,19,27,14
5953,34,21,39,16
5954,9,37,32,30
5955,31,45,47,47
5956,7,5,7,24
5957,45,39,42,20
5958,37,20,10,22
5959,21,44,35,21
5960,45,22,20,8
5961,18,20,20,4
5962,26,28,8,29
5963,7,18,48,36
5964,48,6,22,46
5965,5,46,29,47
5966,31,38,1,29
5967,24,45,36,15
5968,17,49,2,30
5969,11,11,0,37
5970,49,40,13,33
5971,24,32,31,46
5972,4,16,36,32
5973,10,25,44,21
5974,39,2,47,20
5975,39,8,45,47
5976,38,49,49,12
5977,43,3,7,29
5978,17,42,35,28
5979,33,10,39,37
5980,20,43,0,16
5981,42,38,41,28
5982,37,36,11,35
5983,9,17,19,1
5984,13,43,45,39
5985,9,36,20,37
5986,14,45,31,38
5987,14,18,8,6
5988,27,43,8,29
5989,21,47,16,2
5990,8,46,29,43
5991,21,32,41,21
5992,13,25,3,35
5993,49,0,6,2
5994,20,32,30,25
5995,31,20,50,33
5996,50,28,26,24
5997,4,11,23,36
5998,44,27,36,42
5999,21,34,6,10
6000,7,43,43,1
6001,34,11,27,15
6002,19,48,3,31
6003,1,48,10,40
6004,38,5,38,36
6005,22,49,10,45
6006,17,23,13,5
6007,23,12,29,7
6008,4,4,35,43
6009,45,4,12,27
6010,4,50,8,0
6011,37,8,46,11
6012,34,33,12,9
6013,30,22,34,21
6014,29,1,6,35
6015,43,41,2,24
6016,16,18,31,30
6017,24,24,27,20
6018,13,41,10,8
6019,4,22,15,17
6020,11,21,27,24
6021,45,48,24,2
6022,8,23,40,9
6023,5,46,27,0
6024,34,24,30,29
6025,36,11,50,26
6026,41,36,5,18
6027,44,7,25,20
6028,6,15,3,20
6029,42,28,44,23
6030,9,14,17,39
6031,5,8,49,35
6032,48,2,40,24
6033,40,42,16,50
6034,45,20,25,35
6035,15,0,39,4
6036,30,9,31,31
6037,6,27,20,9
6038,40,13,21,26
6039,15,7,15,49
6040,43,19,23,47
6041,49,28,1,38
6042,24,18,46,18
6043,6,41,13,8
6044,43,16,17,6
6045,12,33,8,38
6046,1,42,32,26
6047,35,10,17,38
6048,30,34,21,32
6049,40,46,47,16
6050,27,23,48,9
6051,27,22,20,1
6052,29,30,23,21
6053,11,31,29,20
6054,13,14,25,27
6055,25,20,17,8
6056,44,43,34,17
6057,31,35,5,27
6058,1,35,19,41
6059,33,16,47,14
6060,50,49,29,23
6061,0,37,10,3
6062,37,1,47,7
6063,39,43,11,17
6064,25,17,4,14
6065,6,15,49,23
6066,39,24,21,47
6067,1,22,28,42
6068,50,23,45,24
6069,38,13,14,6
6070,30,27,40,3
6071,19,11,30,16
6072,24,19,35,48
6073,31,38,9,20
6074,48,44,10,44
6075,23,26,1,45
6076,50,20,1,32
6077,27,20,5,5
6078,46,43,26,25
6079,3,2,16,25
6080,24,34,23,32
6081,5,43,28,45
6082,28,22,16,49
6083,45,22,0,21
6084,16,16,1,48
6085,11,29,45,30
6086,27,12,6,44
6087,4,43,6,19
6088,24,5,46,4
6089,12,4,6,5
6090,18,17,28,7
6091,31,43,21,40
6092,17,20,18,5
6093,19,27,12,44
6094,10,43,50,16
6095,42,36,8,33
6096,27,46,9,6
6097,44,21,46,41
6098,43,33,46,19
6099,23,10,18,17
6100,22,44,22,31
6101,22,0,33,41
6102,13,39,12,9
6103,41,44,47,11
6104,14,17,7,23
6105,26,11,46,46
6106,42,16,48,1
6107,39,2,30,43
6108,48,26,1,37
6109,24,44,9,25
6110,40,16,31,47
6111,2,35,20,12
6112,40,30,12,3
6113,2,13,49,25
6114,29,22,9,44
6115,17,12,13,46
6116,36,35,5,9
6117,1,4,12,40
6118,8,32,15,44
6119,13,12,19,0
6120,30,23,37,31
6121,4,31,27,0
6122,5,32,37,25
6123,18,46,43,41
6124,23,12,31,9
6125,44,2,4,39
6126,1,13,31,29
6127,9,45,18,38
6128,1,42,10,22
6129,38,3,33,47
6130,18,32,11,5
6131,0,25,3,14
6132,26,35,45,36
6133,30,10,49,5
6134,31,0,10,17
6135,28,36,46,2
6136,48,10,49,11
6137,46,30,43,5
6138,35,22,8,42
6139,11,48,25,31
6140,28,10,41,2
6141,14,5,37,4
6142,22,16,44,16
6143,48,14,40,29
6144,39,30,10,4
6145,19,20,36,2
6146,34,36,17,37
6147,12,34,41,36
6148,48,13,12,17
6149,19,49,36,11
6150,22,42,29,21
6151,42,8,37,47
6152,25,38,45,21
6153,33,1,49,49
6154,36,30,46,30
6155,36,12,12,34
6156,29,44,46,29
6157,12,2,6,38
6158,22,19,41,1
6159,4,24,24,33
6160,22,18,45,42
6161,16,42,1,21
6162,12,39,49,24
6163,2,3,16,20
6164,48,43,38,50
6165,45,9,6,11
6166,38,2,16,10
6167,12,13,35,38
6168,23,30,41,1
6169,35,27,48,47
6170,27,45,50,2
6171,48,40,1,49
6172,28,22,22,25
6173,43,16,35,0
6174,13,16,49,4
6175,49,6,22,7
6176,31,0,0,1
6177,28,35,49,40
6178,42,7,47,20
6179,35,31,38,28
6180,34,8,7,49
6181,27,5,36,22
6182,10,27,27,4
6183,35,38,29,5
6184,34,39,38,45
6185,37,33,26,25
6186,12,10,34,41
6187,8,43,33,45
6188,28,16,50,25
6189,12,42,39,31
6190,33,32,18,46
6191,50,36,37,49
6192,27,50,5,0
6193,41,26,12,50
6194,17,34,40,11
6195,11,3,6,38
6196,49,18,42,25
6197,39,4,35,36
6198,27,8,12,48
6199,50,43,39,2
6200,1,41,39,34
6201,30,33,14,16
6202,4,28,5,15
6203,26,8,29,28
6204,36,16,38,21
6205,31,50,39,3
6206,21,21,32,20
6207,44,42,19,31
6208,44,9,20,38
6209,26,35,24,1
6210,20,29,44,15
6211,48,44,16,33
6212,24,24,40,24
6213,46,41,5,38
6214,3,50,17,33
6215,15,20,42,17
6216,27,26,13,14
6217,16,26,35,1
6218,10,27,37,17
6219,36,44,47,43
6220,39,0,4,13
6221,11,1,45,49
6222,18,25,46,24
6223,10,26,44,7
6224,14,40,41,45
6225,17,11,4,46
6226,46,13,49,25
6227,45,37,32,7
6228,36,3,39,50
6229,39,33,33,0
6230,19,32,15,3
6231,41,34,30,44
6232,47,15,46,40
6233,15,25,10,25
6234,44,21,2,48
6235,12,2,49,26
6236,10,17,42,43
6237,17,1,48,23
6238,28,29,16,50
6239,13,48,36,38
6240,39,30,27,20
6241,22,47,39,35
6242,37,4,6,42
6243,23,10,50,23
6244,29,9,9,11
6245,34,15,31,28
6246,34,45,31,9
6247,32,48,34,4
6248,21,40,34,44
6249,28,28,48,5
6250,22,4,11,3
6251,7,25,23,37
6252,32,28,47,12
6253,40,21,5,3
6254,20,34,43,16
6255,10,3,46,39
6256,39,24,4,1
6257,35,15,0,4
6258,6,41,31,37
6259,16,49,42,26
6260,10,41,39,43
6261,40,11,26,17
6262,17,20,6,29
6263,10,33,40,23
6264,2,20,21,35
6265,47,12,10,6
6266,10,7,14,31
6267,49,19,8,39
6268,11,32,50,24
6269,18,29,42,42
6270,30,28,23,27
6271,48,29,46,24
6272,11,3,23,48
6273,8,40,38,6
6274,5,1,24,39
6275,6,48,45,45
6276,28,13,0,22
6277,12,44,33,38
6278,34,16,44,49
6279,8,42,4,6
6280,7,30,42,3
6281,29,48,44,21
6282,9,18,17,25
6283,50,28,31,43
6284,40,26,17,21
6285,37,12,49,26
6286,20,19,44,32
6287,24,6,33,10
6288,16,7,12,7
6289,24,8,43,47
6290,33,46,13,12
6291,16,40,22,9
6292,14,28,16,18
6293,41,28,4,41
6294,2,34,28,50
6295,24,1,35,0
6296,43,26,20,31
6297,42,25,18,46
6298,26,1,24,46
6299,46,42,18,44
6300,12,32,26,10
6301,35,20,15,49
6302,49,17,25,28
6303,1,49,19,0
6304,22,22,6,12
6305,45,45,22,34
6306,15,27,3,33
6307,45,4,40,0
6308,3,0,3,17
6309,36,23,48,29
6310,10,39,31,13
6311,32,45,39,42
6312,47,25,42,11
6313,5,45,50,27
6314,18,4,14,12
6315,28,23,9,33
6316,36,35,4,34
6317,25,20,3,47
6318,23,7,39,10
6319,10,47,34,15
6320,7,10,2,48
6321,32,1,23,17
6322,23,43,47,7
6323,42,34,31,14
6324,25,36,26,23
6325,29,20,3,33
6326,45,41,1,15
6327,47,17,47,5
6328,47,20,37,45
6329,21,0,35,16
6330,44,36,3,7
6331,46,27,41,34
6332,35,0,3,29
6333,41,29,1,20
6334,25,21,45,28
6335,28,21,27,28
6336,13,16,23,34
6337,18,41,16,48
6338,41,38,34,23
6339,0,4,24,15
6340,18,49,50,47
6341,32,14,28,37
6342,10,36,7,46
6343,15,50,19,15
6344,25,5,17,4
6345,14,9,27,37
6346,1,47,40,32
6347,9,9,31,1
6348,44,8,16,10
6349,17,7,16,20
6350,34,3,44,3
6351,26,2,25,33
6352,41,40,15,11
6353,3,24,28,41
6354,29,41,17,21
6355,47,38,23,39
6356,0,6,18,42
6357,38,45,17,48
6358,41,43,8,20
6359,24,25,17,39
6360,32,0,15,39
6361,20,26,3,17
6362,43,31,33,40
6363,4,3,45,38
6364,39,23,4,30
6365,46,6,0,6
6366,42,25,30,22
6367,30,15,13,7
6368,6,50,22,47
6369,40,15,47,16
6370,33,40,3,50
6371,43,33,10,35
6372,36,4,11,22
6373,22,15,49,47
6374,44,12,2,38
6375,40,38,21,44
6376,45,18,0,49
6377,13,25,2,13
6378,16,1,48,33
6379,23,34,17,46
6380,31,36,34,16
6381,34,24,48,33
6382,42,44,15,35
6383,6,21,8,29
6384,36,39,28,2
6385,14,21,28,36
6386,21,14,8,12
6387,28,14,13,10
6388,24,36,4,34
6389,1,29,31,28
6390,40,24,15,34
6391,46,30,2,9
6392,14,26,44,49
6393,37,36,8,10
6394,35,48,11,35
6395,40,49,33,35
6396,33,49,50,11
6397,30,44,24,38
6398,2,13,21,25
6399,11,26,42,15
6400,22,16,6,1
6401,11,32,5,44
6402,34,38,29,6
6403,7,19,4,3
6404,17,45,16,5
6405,1,35,35,14
6406,39,33,37,17
6407,7,9,38,21
6408,12,37,27,43
6409,15,0,50,23
6410,1,25,33,32
6411,7,28,16,36
6412,45,33,30,16
6413,6,37,23,8
6414,22,0,14,49
6415,0,39,2,16
6416,44,16,20,2
6417,24,20,2,17
6418,48,28,32,8
6419,18,0,11,10
6420,14,26,42,26
6421,10,21,4,8
